tenure,salary,raise_pct,performance,overtime_hours,months_since_promotion,department,age,attendance_anomalies,attrition
4.9,8788.0,0.9,4,37.0,120.0,销售部,31.0,3,1
0.0,9893.0,1.7,1,18.6,0.0,销售部,24.0,2,0
0.0,7708.0,9.1,2,11.7,120.0,销售部,24.0,0,0
15.0,11167.0,1.7,3,42.3,120.0,运营部,41.0,0,0
0.0,7037.0,5.9,3,57.4,0.0,人事部,23.0,3,0
27.8,22108.0,1.2,3,7.9,120.0,销售部,50.0,3,0
0.0,7716.0,7.0,3,34.9,0.0,运营部,27.0,2,0
13.5,15365.0,1.9,3,0.0,120.0,市场部,42.0,3,0
10.1,10124.0,1.1,2,0.5,68.0,财务部,37.0,1,0
6.4,11345.0,1.9,4,18.2,43.0,市场部,37.0,3,1
2.5,11915.0,2.3,1,52.7,9.0,技术部,24.0,0,0
19.8,13693.0,5.2,4,14.4,120.0,运营部,48.0,1,0
28.4,21287.0,4.2,5,13.7,120.0,技术部,51.0,2,0
0.6,9745.0,0.7,4,30.7,120.0,销售部,22.0,5,1
2.4,8177.0,3.9,4,30.7,120.0,销售部,28.0,2,0
27.4,18331.0,0.6,4,14.3,120.0,销售部,52.0,2,1
8.7,17541.0,5.9,4,69.7,37.0,技术部,40.0,2,0
3.1,13077.0,6.5,5,24.7,26.0,技术部,27.0,1,0
0.0,8959.0,3.9,5,32.3,0.0,人事部,29.0,2,0
15.0,14124.0,4.8,3,22.0,73.0,运营部,44.0,5,0
18.0,15464.0,9.3,4,38.8,50.0,技术部,46.0,0,0
11.0,16114.0,3.5,4,54.7,120.0,销售部,42.0,4,0
28.1,17065.0,1.2,1,63.3,120.0,财务部,53.0,1,0
13.3,11799.0,5.7,4,14.8,120.0,运营部,38.0,1,0
10.1,9326.0,0.6,4,52.0,59.0,人事部,32.0,4,0
14.7,12803.0,3.4,4,41.0,92.0,人事部,38.0,2,1
3.4,10077.0,2.2,3,49.5,120.0,财务部,34.0,1,0
3.3,10255.0,1.9,3,28.2,39.0,市场部,29.0,3,0
0.0,7336.0,3.2,3,26.3,120.0,销售部,24.0,4,0
11.4,8951.0,6.7,4,48.7,120.0,运营部,34.0,3,1
19.2,12818.0,7.3,5,49.1,120.0,人事部,45.0,1,0
0.0,7766.0,6.8,5,61.3,120.0,技术部,23.0,5,1
12.6,11556.0,5.0,3,34.0,100.0,人事部,36.0,4,1
13.9,15796.0,3.2,3,27.9,83.0,技术部,43.0,0,0
14.4,12134.0,0.0,4,0.0,83.0,人事部,42.0,1,1
18.5,11103.0,5.1,4,0.0,120.0,人事部,48.0,2,0
26.0,18681.0,0.0,4,22.1,81.0,技术部,49.0,0,1
17.4,14929.0,0.0,3,8.0,105.0,市场部,45.0,3,1
3.2,10059.0,3.5,2,46.3,36.0,技术部,25.0,3,0
13.6,11003.0,4.8,4,3.8,120.0,财务部,38.0,3,1
13.3,10399.0,2.6,4,20.0,120.0,运营部,42.0,3,0
2.4,10342.0,8.6,3,20.8,11.0,技术部,30.0,1,1
0.7,7963.0,5.4,5,54.1,7.0,市场部,23.0,0,0
0.0,6516.0,3.3,4,17.8,0.0,运营部,29.0,1,0
16.4,13338.0,8.2,5,39.0,49.0,销售部,37.0,3,1
8.9,15626.0,8.7,3,33.9,120.0,技术部,36.0,3,0
0.0,8245.0,5.5,3,48.1,120.0,市场部,28.0,7,1
22.6,16488.0,1.7,5,47.0,120.0,财务部,49.0,3,1
23.4,14973.0,2.3,5,29.3,120.0,财务部,53.0,3,0
1.9,11265.0,0.0,5,0.0,120.0,销售部,29.0,3,1
23.6,14486.0,3.9,4,25.4,120.0,运营部,53.0,2,0
0.0,6815.0,0.8,3,29.6,0.0,财务部,23.0,3,0
24.7,21584.0,3.0,3,35.7,120.0,销售部,53.0,2,0
30.3,17216.0,4.8,3,15.2,120.0,运营部,53.0,3,1
0.0,6869.0,0.0,5,52.8,0.0,运营部,22.0,2,0
24.1,18325.0,0.2,3,30.3,120.0,市场部,47.0,2,0
22.2,17705.0,2.5,4,11.6,85.0,技术部,54.0,0,0
29.3,20045.0,3.8,5,20.8,120.0,财务部,52.0,0,0
31.2,19645.0,2.5,5,68.6,82.0,财务部,54.0,4,0
9.7,14653.0,3.2,5,43.3,32.0,技术部,40.0,5,0
2.1,7374.0,1.9,4,51.0,7.0,财务部,25.0,0,0
25.7,12609.0,0.0,3,9.2,120.0,运营部,50.0,5,0
13.4,19851.0,2.4,5,16.2,75.0,技术部,42.0,3,0
20.1,11042.0,3.4,3,16.4,117.0,人事部,42.0,1,0
14.1,14357.0,3.1,3,33.7,120.0,技术部,36.0,1,0
15.2,12778.0,4.3,5,26.5,85.0,人事部,41.0,3,1
4.1,9616.0,5.3,4,20.2,15.0,市场部,27.0,0,0
23.2,17461.0,6.0,4,22.7,120.0,技术部,46.0,4,1
3.9,8490.0,2.1,2,14.1,42.0,运营部,24.0,5,0
21.6,19867.0,0.0,4,26.4,120.0,技术部,46.0,1,1
26.2,19073.0,7.8,5,52.3,120.0,财务部,50.0,3,0
17.6,12141.0,5.2,4,0.0,120.0,销售部,38.0,1,1
11.5,8935.0,1.1,3,36.9,120.0,运营部,39.0,4,0
4.5,9208.0,4.8,4,57.6,26.0,人事部,32.0,3,0
33.2,14505.0,7.2,5,26.3,111.0,人事部,54.0,3,1
22.2,15493.0,9.2,5,19.4,120.0,市场部,46.0,3,0
3.5,7895.0,4.8,3,48.5,32.0,市场部,34.0,2,0
1.0,9341.0,7.2,4,10.3,5.0,财务部,28.0,3,0
4.1,9572.0,0.4,3,29.5,120.0,人事部,29.0,4,0
11.4,12090.0,3.9,3,9.2,73.0,运营部,37.0,1,0
30.5,27767.0,3.0,3,0.0,120.0,技术部,53.0,2,0
16.3,16443.0,5.0,4,27.0,120.0,财务部,46.0,3,0
0.0,10612.0,8.8,4,4.7,0.0,技术部,29.0,4,1
19.1,16167.0,4.7,3,29.8,120.0,销售部,50.0,2,0
11.3,11844.0,1.2,3,52.3,102.0,人事部,34.0,3,0
26.3,21584.0,0.2,3,67.1,120.0,销售部,50.0,2,0
8.1,10831.0,8.9,2,31.9,60.0,人事部,30.0,1,0
18.3,15458.0,5.5,4,50.4,120.0,市场部,42.0,2,1
29.0,17198.0,5.3,3,38.0,120.0,销售部,53.0,3,0
3.4,10991.0,3.0,2,22.3,120.0,市场部,31.0,1,0
22.7,18025.0,4.8,5,0.0,85.0,财务部,45.0,2,1
24.0,16365.0,1.0,3,62.5,87.0,人事部,55.0,1,1
5.8,10526.0,5.2,5,9.0,120.0,财务部,27.0,1,0
4.9,8049.0,0.5,4,57.7,120.0,运营部,25.0,1,1
13.7,14139.0,2.9,4,40.7,92.0,运营部,44.0,3,0
4.6,7440.0,2.1,4,10.5,32.0,人事部,33.0,3,0
0.0,8706.0,0.0,3,36.2,120.0,财务部,24.0,1,1
10.9,10745.0,3.0,4,72.7,39.0,销售部,38.0,2,1
24.3,14886.0,1.3,4,60.7,120.0,市场部,47.0,2,1
9.0,11603.0,3.4,3,19.7,87.0,技术部,31.0,2,0
7.3,10323.0,4.0,4,15.8,120.0,市场部,33.0,3,0
25.8,13388.0,9.3,4,32.0,120.0,运营部,50.0,1,1
11.6,14371.0,4.9,5,26.7,53.0,市场部,39.0,1,0
27.4,22598.0,5.0,4,54.0,120.0,技术部,50.0,2,0
9.0,13156.0,5.5,2,44.8,57.0,财务部,37.0,3,1
23.8,13704.0,6.6,5,0.0,120.0,运营部,53.0,3,1
21.0,10685.0,5.4,5,39.2,120.0,运营部,43.0,1,1
5.5,10992.0,4.8,4,26.4,59.0,销售部,26.0,3,0
25.7,18149.0,6.1,2,30.7,120.0,市场部,51.0,0,0
8.7,11648.0,0.0,4,35.0,61.0,财务部,38.0,1,0
0.0,9972.0,10.3,4,54.0,0.0,销售部,27.0,1,1
0.0,10060.0,8.8,3,49.6,0.0,销售部,27.0,0,0
20.2,16841.0,4.7,5,15.0,101.0,销售部,45.0,3,1
1.2,8371.0,0.0,4,28.8,120.0,运营部,24.0,2,1
4.6,9370.0,7.6,5,21.0,29.0,人事部,31.0,2,0
4.5,8625.0,1.9,4,0.0,38.0,运营部,27.0,1,1
8.3,9530.0,5.6,3,27.8,44.0,人事部,37.0,1,1
13.6,8736.0,0.2,5,66.9,68.0,运营部,36.0,2,1
15.5,15091.0,10.7,4,0.0,120.0,技术部,39.0,0,1
4.9,9582.0,0.0,4,29.5,120.0,运营部,31.0,5,1
0.0,10498.0,4.2,3,28.9,0.0,技术部,23.0,2,0
14.8,12364.0,0.0,2,35.8,120.0,市场部,42.0,4,0
8.8,11406.0,3.9,4,10.7,50.0,财务部,34.0,1,0
12.0,11284.0,2.7,3,1.5,95.0,市场部,43.0,1,0
0.0,9299.0,7.4,5,2.4,0.0,技术部,26.0,0,0
0.0,9467.0,2.7,5,56.6,0.0,销售部,22.0,1,0
2.4,7801.0,7.4,4,10.3,21.0,人事部,30.0,1,0
9.4,11290.0,0.9,3,20.0,106.0,销售部,37.0,1,0
7.7,11808.0,3.2,4,72.1,21.0,销售部,35.0,2,0
23.8,13844.0,3.2,1,15.3,120.0,运营部,49.0,1,0
10.1,15783.0,5.5,4,36.8,114.0,技术部,34.0,1,0
12.9,13415.0,5.1,3,51.3,120.0,运营部,40.0,2,0
21.7,13659.0,6.2,5,50.3,120.0,运营部,42.0,1,0
2.9,8323.0,4.8,3,3.4,13.0,财务部,23.0,3,0
8.8,14277.0,6.0,3,15.7,49.0,技术部,39.0,2,0
12.4,15243.0,1.3,5,36.0,120.0,技术部,33.0,3,1
9.7,11573.0,5.2,4,68.6,120.0,销售部,36.0,0,0
0.0,6203.0,8.8,5,14.8,0.0,财务部,25.0,3,0
25.6,24323.0,0.0,5,20.1,120.0,技术部,48.0,2,1
22.3,15947.0,5.5,4,38.4,120.0,市场部,53.0,2,1
0.7,9836.0,6.0,3,42.4,6.0,技术部,23.0,1,0
11.4,10484.0,8.4,4,43.6,120.0,财务部,42.0,1,0
17.8,21554.0,6.2,4,13.1,112.0,技术部,47.0,4,0
8.1,8024.0,4.3,5,19.4,47.0,人事部,31.0,4,0
26.2,20608.0,5.3,3,34.3,120.0,技术部,48.0,4,1
19.2,17858.0,1.8,4,55.2,120.0,销售部,43.0,3,0
28.2,19022.0,2.8,3,25.2,120.0,销售部,53.0,4,1
31.1,19332.0,0.0,4,29.6,96.0,人事部,54.0,3,1
0.0,8559.0,8.5,4,9.5,0.0,技术部,23.0,7,0
14.2,13457.0,5.4,5,67.3,120.0,市场部,37.0,3,1
10.0,14294.0,1.3,3,33.1,102.0,财务部,40.0,1,0
5.1,9250.0,4.8,3,51.6,24.0,财务部,27.0,4,0
1.2,8907.0,7.5,3,30.6,120.0,人事部,33.0,0,1
32.3,16120.0,7.0,2,31.7,120.0,人事部,55.0,4,0
0.0,8199.0,1.2,3,0.0,0.0,市场部,23.0,5,0
10.3,12158.0,0.0,5,0.0,77.0,人事部,37.0,0,0
28.6,20481.0,5.2,3,55.0,120.0,销售部,50.0,3,0
3.2,10136.0,1.3,3,31.6,26.0,运营部,33.0,4,0
14.7,13088.0,5.9,4,34.1,103.0,财务部,38.0,4,1
27.4,16310.0,6.9,3,5.0,120.0,人事部,54.0,3,0
11.4,9939.0,7.3,3,11.9,120.0,运营部,38.0,2,0
0.0,7706.0,9.2,5,51.2,0.0,人事部,26.0,2,0
3.3,8570.0,7.7,2,64.8,21.0,运营部,24.0,4,1
31.0,19212.0,9.2,3,17.6,120.0,财务部,53.0,0,0
9.1,12158.0,8.1,4,43.4,120.0,技术部,31.0,2,0
15.4,13158.0,8.4,3,33.8,82.0,市场部,39.0,2,0
3.3,10198.0,3.9,3,27.6,22.0,销售部,25.0,2,1
4.9,10984.0,0.1,3,67.0,51.0,运营部,36.0,2,0
26.8,16425.0,11.4,3,20.9,120.0,销售部,53.0,4,0
11.5,11374.0,4.2,5,54.8,120.0,销售部,39.0,1,0
29.7,19153.0,7.7,3,37.6,120.0,销售部,54.0,3,0
7.7,8664.0,2.3,3,29.7,41.0,财务部,31.0,1,0
13.0,14843.0,6.9,3,57.4,120.0,财务部,39.0,3,0
26.5,14662.0,0.0,5,35.8,120.0,运营部,50.0,3,1
12.9,12293.0,2.8,2,28.1,52.0,市场部,37.0,2,0
5.6,9574.0,3.7,5,57.6,55.0,销售部,31.0,1,1
23.9,20733.0,5.4,3,55.0,66.0,技术部,50.0,2,0
3.2,15350.0,7.2,5,54.0,15.0,技术部,35.0,1,0
17.3,13399.0,0.7,3,0.0,85.0,市场部,40.0,2,0
28.1,12815.0,6.0,2,38.8,120.0,运营部,54.0,0,0
6.2,8468.0,7.7,4,34.2,120.0,财务部,28.0,4,1
7.8,11108.0,11.0,3,29.3,32.0,运营部,32.0,5,1
0.0,11580.0,6.1,4,42.2,120.0,技术部,23.0,1,1
12.9,13598.0,2.6,4,35.2,117.0,技术部,35.0,0,0
2.0,8238.0,0.2,4,43.6,23.0,运营部,29.0,3,0
19.0,15552.0,9.5,3,24.6,117.0,技术部,44.0,0,0
7.4,12974.0,6.2,4,60.0,120.0,技术部,28.0,2,0
12.8,11191.0,3.9,3,45.6,35.0,市场部,44.0,0,0
6.0,9995.0,0.0,5,40.9,62.0,运营部,31.0,1,1
4.6,10604.0,1.2,4,39.9,43.0,人事部,34.0,2,1
9.0,12316.0,5.9,4,53.1,99.0,技术部,34.0,1,1
14.8,12288.0,5.1,5,50.4,120.0,运营部,46.0,3,1
13.5,9270.0,0.0,4,27.7,120.0,运营部,37.0,0,1
9.1,9196.0,5.9,4,49.8,120.0,人事部,34.0,3,0
20.9,11657.0,0.0,3,33.5,120.0,运营部,50.0,2,0
16.9,13481.0,8.1,4,68.3,120.0,销售部,41.0,1,1
4.6,9979.0,4.6,3,52.0,23.0,运营部,29.0,2,0
20.1,14232.0,2.6,2,17.5,120.0,销售部,52.0,2,0
6.3,10508.0,7.0,4,76.6,120.0,人事部,33.0,2,0
0.0,6191.0,5.1,2,0.0,0.0,财务部,23.0,5,0
10.3,10707.0,8.0,4,42.7,120.0,人事部,38.0,1,1
0.0,7749.0,4.2,3,16.1,0.0,财务部,26.0,5,0
0.0,9967.0,4.4,3,67.6,0.0,财务部,30.0,4,1
20.2,13273.0,3.1,5,35.1,120.0,财务部,47.0,1,0
2.5,6591.0,4.8,2,14.1,7.0,人事部,26.0,3,1
28.7,16911.0,9.1,4,24.7,120.0,人事部,49.0,1,0
25.6,24195.0,2.5,4,15.7,120.0,技术部,53.0,2,0
12.1,12360.0,5.9,5,23.9,120.0,人事部,42.0,1,1
19.6,11889.0,1.4,3,23.4,115.0,财务部,45.0,2,0
24.0,15612.0,0.0,4,15.0,120.0,销售部,46.0,2,1
31.5,21072.0,4.6,3,35.4,120.0,财务部,55.0,2,0
6.9,9672.0,5.1,3,37.8,41.0,运营部,33.0,1,0
0.0,7541.0,3.7,3,10.1,0.0,运营部,27.0,2,0
16.9,10935.0,0.0,3,0.0,120.0,运营部,39.0,2,1
12.7,11337.0,4.9,4,36.2,120.0,市场部,40.0,2,0
0.0,8698.0,4.8,2,40.6,0.0,人事部,28.0,1,0
10.8,13595.0,1.3,3,44.6,48.0,市场部,42.0,1,0
0.6,5681.0,0.0,4,41.0,2.0,人事部,22.0,2,1
21.9,19189.0,3.2,3,61.5,120.0,财务部,53.0,2,1
3.8,10692.0,6.0,3,49.9,29.0,销售部,31.0,3,0
0.0,7649.0,5.2,3,83.6,120.0,销售部,23.0,1,1
5.4,11194.0,1.4,3,92.0,62.0,技术部,26.0,2,0
3.9,13152.0,4.4,4,0.0,10.0,技术部,30.0,3,0
3.5,8887.0,6.7,5,0.0,37.0,市场部,31.0,2,0
0.0,7685.0,0.5,4,29.9,120.0,市场部,23.0,3,1
5.8,13827.0,4.2,4,40.1,120.0,技术部,31.0,2,0
1.3,7429.0,8.0,2,28.5,10.0,市场部,28.0,2,0
7.4,12460.0,0.2,5,44.1,120.0,财务部,34.0,2,1
14.5,12596.0,7.5,3,24.6,120.0,销售部,35.0,3,1
7.7,10152.0,8.9,3,16.1,120.0,市场部,33.0,3,0
10.4,11906.0,3.3,3,19.1,120.0,市场部,33.0,3,0
0.0,8087.0,3.0,2,26.0,0.0,财务部,25.0,0,1
0.0,7272.0,7.1,4,46.9,120.0,市场部,23.0,1,1
5.4,8995.0,3.4,3,20.3,35.0,人事部,29.0,0,0
24.9,20474.0,0.0,3,24.2,120.0,销售部,47.0,0,0
32.4,20980.0,3.7,3,41.4,120.0,市场部,55.0,1,0
27.3,19668.0,5.4,5,26.0,111.0,市场部,53.0,0,1
8.5,11477.0,6.2,4,52.3,35.0,销售部,39.0,1,0
14.0,11149.0,1.4,5,11.6,39.0,人事部,40.0,0,1
11.3,12428.0,3.2,5,7.3,44.0,销售部,32.0,1,1
27.5,15021.0,6.9,5,36.1,120.0,销售部,48.0,0,1
24.3,15864.0,3.8,3,38.1,75.0,人事部,47.0,2,0
19.9,12948.0,0.0,3,12.7,116.0,运营部,50.0,2,1
24.5,13723.0,7.7,3,56.9,120.0,人事部,52.0,2,0
9.2,9142.0,3.4,3,68.5,92.0,运营部,36.0,2,0
23.2,12897.0,7.3,4,17.4,120.0,运营部,47.0,3,0
17.8,13944.0,0.0,1,59.7,120.0,市场部,49.0,2,0
8.0,9752.0,3.6,2,0.0,120.0,人事部,32.0,4,1
23.0,18814.0,5.5,4,51.5,120.0,销售部,53.0,6,1
0.0,6993.0,3.7,2,12.8,0.0,市场部,25.0,3,0
29.2,15966.0,0.5,2,49.5,120.0,财务部,55.0,2,0
16.3,14560.0,0.0,2,10.8,120.0,运营部,47.0,2,0
1.7,6095.0,8.6,4,28.6,10.0,运营部,25.0,3,0
16.1,13891.0,4.7,2,13.8,120.0,市场部,44.0,4,1
1.9,7894.0,7.5,2,25.7,9.0,财务部,23.0,1,1
21.3,17340.0,6.8,3,66.6,73.0,销售部,47.0,3,0
25.4,16912.0,5.8,4,27.8,99.0,人事部,48.0,3,0
21.2,15261.0,3.0,3,72.2,120.0,财务部,42.0,1,0
30.0,20815.0,5.5,2,22.3,120.0,财务部,50.0,0,0
1.1,8238.0,8.3,5,59.8,120.0,人事部,25.0,2,1
3.9,8354.0,4.2,5,0.0,46.0,财务部,31.0,4,0
10.5,13402.0,9.7,3,24.3,120.0,技术部,36.0,2,0
0.0,7686.0,0.0,3,19.3,120.0,销售部,23.0,3,0
5.1,11122.0,0.0,3,60.8,120.0,销售部,37.0,4,1
0.0,7950.0,7.0,4,33.7,0.0,人事部,31.0,2,1
13.5,13873.0,1.5,3,0.0,108.0,技术部,35.0,3,0
11.0,11343.0,10.1,5,3.8,117.0,销售部,36.0,5,0
23.2,15517.0,8.0,4,9.7,120.0,财务部,51.0,3,0
2.2,8744.0,8.8,4,48.7,12.0,人事部,31.0,3,0
26.6,18247.0,6.7,1,46.1,120.0,财务部,51.0,0,0
7.0,11571.0,1.2,5,24.0,25.0,运营部,36.0,4,1
11.5,8920.0,0.0,4,19.0,120.0,运营部,33.0,0,1
15.0,15989.0,8.5,4,44.3,120.0,技术部,39.0,3,1
7.4,11612.0,0.0,2,7.4,36.0,运营部,36.0,5,1
2.5,9684.0,8.8,4,39.2,7.0,财务部,30.0,2,0
9.0,12080.0,6.0,4,37.5,72.0,财务部,39.0,3,1
6.4,12321.0,3.8,5,24.5,40.0,技术部,27.0,1,0
11.9,9531.0,5.3,4,38.0,73.0,财务部,34.0,3,0
20.4,14822.0,5.4,4,32.0,120.0,人事部,41.0,1,1
13.7,12749.0,3.4,3,39.9,48.0,财务部,36.0,1,0
28.9,22907.0,8.3,4,3.3,112.0,技术部,49.0,3,0
3.9,9427.0,8.2,5,42.3,42.0,财务部,30.0,4,0
27.7,15190.0,4.5,4,50.5,120.0,运营部,54.0,2,1
20.1,12354.0,2.2,3,36.4,120.0,人事部,48.0,1,0
29.4,25761.0,7.9,1,42.0,120.0,技术部,54.0,0,0
30.0,15810.0,0.0,4,27.8,120.0,运营部,50.0,1,0
0.0,5894.0,5.3,5,47.8,120.0,运营部,27.0,3,1
18.3,14261.0,6.2,2,31.3,107.0,销售部,39.0,2,0
0.0,8645.0,1.5,3,7.0,0.0,人事部,28.0,1,0
28.7,16228.0,6.9,5,46.4,120.0,市场部,49.0,2,0
14.6,12616.0,3.9,4,0.0,120.0,财务部,41.0,1,1
0.3,9142.0,2.4,3,35.7,120.0,市场部,31.0,3,0
26.1,17318.0,6.9,3,22.3,120.0,人事部,53.0,1,0
0.0,7589.0,0.7,3,21.0,0.0,运营部,26.0,3,0
12.8,13041.0,6.6,2,33.4,120.0,人事部,41.0,2,0
24.5,12024.0,0.0,4,15.8,120.0,运营部,46.0,3,1
0.0,8002.0,4.9,4,40.2,0.0,运营部,24.0,3,1
11.4,18996.0,4.1,4,31.1,120.0,技术部,42.0,2,0
17.3,16416.0,2.4,4,17.7,63.0,销售部,49.0,2,0
0.0,7181.0,5.2,1,56.8,0.0,人事部,24.0,0,0
14.9,11356.0,3.8,3,34.1,120.0,财务部,39.0,1,0
2.0,11520.0,7.2,3,42.6,120.0,技术部,31.0,2,0
17.5,16150.0,5.7,2,58.3,120.0,技术部,44.0,4,0
2.9,6859.0,5.4,4,58.0,11.0,财务部,26.0,1,0
30.9,21618.0,4.9,2,41.6,120.0,财务部,53.0,0,0
30.0,17694.0,2.6,4,23.9,120.0,销售部,52.0,5,1
2.5,9926.0,3.1,3,1.4,120.0,销售部,28.0,2,0
11.0,13337.0,4.7,2,34.1,120.0,技术部,33.0,1,0
20.8,13569.0,3.5,3,51.9,120.0,财务部,41.0,4,0
25.4,19924.0,7.3,4,37.1,120.0,技术部,46.0,5,0
5.8,10003.0,4.3,4,0.0,120.0,财务部,37.0,2,0
6.1,9779.0,5.1,4,47.4,37.0,市场部,27.0,3,1
4.1,10150.0,0.0,2,48.6,120.0,市场部,25.0,0,0
29.6,15886.0,6.8,4,24.0,120.0,人事部,55.0,2,0
14.1,14712.0,2.3,4,49.8,120.0,财务部,37.0,2,1
19.4,14915.0,0.9,3,42.6,120.0,人事部,51.0,1,0
7.1,10437.0,8.9,2,16.3,120.0,人事部,38.0,3,0
27.1,13868.0,6.1,3,55.4,120.0,运营部,52.0,2,0
0.0,5756.0,6.9,2,4.7,120.0,人事部,25.0,2,0
1.5,9354.0,5.4,5,28.9,120.0,财务部,26.0,2,1
32.5,18996.0,3.7,3,26.9,120.0,市场部,53.0,2,0
29.5,18963.0,3.2,4,13.5,83.0,销售部,53.0,1,1
10.5,12260.0,6.3,4,36.1,36.0,财务部,32.0,2,0
12.8,14010.0,7.4,3,56.2,120.0,技术部,34.0,1,0
10.3,11634.0,3.8,4,55.0,120.0,运营部,37.0,2,1
14.8,10359.0,10.2,2,44.5,98.0,运营部,36.0,4,0
6.8,14520.0,3.4,3,0.0,51.0,技术部,28.0,1,0
26.2,13913.0,0.0,2,3.3,120.0,人事部,52.0,4,0
4.7,10493.0,0.0,3,33.3,51.0,技术部,30.0,0,0
23.3,14968.0,0.0,3,29.3,120.0,人事部,45.0,2,0
3.9,9425.0,2.8,4,20.0,21.0,技术部,24.0,1,0
0.7,8954.0,3.3,4,68.1,6.0,市场部,23.0,4,0
21.2,15763.0,6.0,4,32.1,120.0,财务部,44.0,1,0
3.4,7734.0,3.9,2,40.8,35.0,人事部,33.0,1,0
13.0,11663.0,6.5,5,49.8,120.0,市场部,44.0,4,0
0.1,8179.0,4.1,2,31.1,0.0,运营部,25.0,0,0
28.1,16495.0,4.0,4,81.8,120.0,人事部,53.0,0,1
18.5,18780.0,2.3,4,11.2,52.0,销售部,47.0,1,1
23.5,12421.0,8.3,4,17.9,120.0,人事部,51.0,2,0
4.8,9489.0,0.0,3,11.1,120.0,人事部,27.0,1,0
11.7,11381.0,4.9,4,61.3,76.0,市场部,33.0,2,1
8.7,10413.0,3.5,4,46.0,91.0,人事部,34.0,1,0
13.2,10798.0,6.3,2,19.1,85.0,运营部,40.0,2,0
10.3,8050.0,3.9,4,12.7,39.0,人事部,32.0,1,1
0.5,8199.0,4.0,2,57.7,120.0,人事部,24.0,0,0
10.3,13368.0,3.2,4,37.2,27.0,财务部,34.0,4,0
6.9,10279.0,8.2,4,58.2,35.0,销售部,30.0,1,0
9.5,11817.0,4.0,4,28.8,72.0,人事部,35.0,3,1
0.2,7145.0,9.9,3,40.2,120.0,市场部,28.0,0,0
4.9,8300.0,4.8,3,36.0,41.0,财务部,31.0,1,0
20.6,13290.0,4.1,3,17.5,120.0,销售部,43.0,1,0
13.8,12636.0,3.6,3,27.1,85.0,销售部,35.0,2,0
3.1,10213.0,5.7,4,6.3,120.0,技术部,33.0,0,1
14.2,11069.0,2.2,3,39.9,120.0,运营部,40.0,0,0
26.3,18136.0,4.4,4,45.2,120.0,技术部,47.0,1,1
11.9,16513.0,4.0,3,49.8,120.0,技术部,35.0,1,0
11.4,12679.0,5.0,3,43.3,67.0,运营部,41.0,1,0
25.0,18385.0,5.1,3,27.4,120.0,财务部,54.0,1,0
8.5,10166.0,5.2,2,61.0,80.0,市场部,39.0,4,1
24.8,16694.0,4.3,3,47.8,120.0,人事部,52.0,2,0
22.9,14199.0,8.7,3,57.8,120.0,市场部,48.0,5,0
0.0,10905.0,5.3,3,59.0,0.0,技术部,24.0,4,0
13.7,11221.0,11.8,3,27.5,120.0,人事部,36.0,3,0
17.2,14777.0,4.1,4,37.8,120.0,销售部,45.0,1,0
28.0,14876.0,6.9,5,45.5,120.0,财务部,55.0,3,1
15.1,12795.0,1.8,4,7.0,93.0,运营部,37.0,4,1
0.0,8202.0,8.2,3,7.5,120.0,运营部,25.0,2,0
16.6,14364.0,1.9,2,4.0,67.0,市场部,41.0,4,0
5.4,9584.0,5.4,2,27.8,15.0,人事部,26.0,1,0
23.1,18391.0,3.2,4,23.3,120.0,财务部,47.0,0,1
8.6,10157.0,5.4,4,1.3,120.0,市场部,39.0,3,1
15.0,19741.0,3.3,2,33.0,120.0,技术部,46.0,1,0
25.1,15665.0,1.6,3,28.1,85.0,市场部,51.0,2,0
11.5,12686.0,3.2,3,53.6,29.0,财务部,43.0,3,0
11.5,9784.0,8.6,3,70.3,102.0,运营部,42.0,2,0
17.1,22383.0,5.4,5,39.1,120.0,技术部,47.0,1,0
19.7,15153.0,0.1,3,16.1,120.0,人事部,50.0,3,0
26.4,13816.0,7.3,2,42.9,120.0,运营部,51.0,3,0
0.0,6360.0,1.3,3,30.2,0.0,运营部,23.0,2,0
13.1,12229.0,6.2,2,25.2,34.0,市场部,40.0,2,0
0.4,12044.0,5.7,2,12.8,3.0,技术部,29.0,0,0
27.9,21987.0,5.8,3,20.7,120.0,销售部,50.0,0,0
14.2,11107.0,9.6,3,26.4,120.0,运营部,43.0,2,0
4.5,9168.0,1.5,2,46.1,14.0,运营部,36.0,1,1
4.4,9419.0,5.8,4,40.2,49.0,财务部,28.0,1,0
1.2,11437.0,7.8,4,66.5,9.0,技术部,33.0,2,0
20.5,19337.0,2.1,2,43.5,120.0,技术部,45.0,3,0
6.6,8145.0,1.8,5,38.5,24.0,市场部,29.0,6,0
3.7,7361.0,3.1,3,23.9,12.0,财务部,25.0,3,0
21.6,19940.0,5.0,5,9.3,120.0,技术部,51.0,3,1
20.3,15856.0,0.0,5,18.6,120.0,人事部,47.0,4,1
5.3,8843.0,5.7,3,16.0,120.0,财务部,29.0,2,0
4.7,11395.0,0.0,3,0.0,26.0,技术部,32.0,3,0
30.0,25816.0,7.9,4,9.8,120.0,技术部,54.0,2,0
19.6,17305.0,5.5,3,62.0,120.0,市场部,45.0,3,0
11.6,11172.0,9.7,3,37.4,58.0,人事部,42.0,2,1
4.0,6942.0,6.0,4,22.5,120.0,人事部,32.0,1,0
2.9,10086.0,3.1,3,38.0,17.0,市场部,32.0,2,0
